gene_id	gene_short_name	YPGR_Day1_Rep1	YPGR_Day2_Rep1	YPGR_Day3_Rep1	YPGR_Day4_Rep1	YPGR_Day5_Rep1	YPD_Day1_Rep1	YPD_Day2_Rep1	YPD_Day3_Rep1	YPD_Day4_Rep1	YPD_Day5_Rep1	YPGR_Day1_Rep2	YPGR_Day2_Rep2	YPGR_Day3_Rep2	YPGR_Day4_Rep2	YPGR_Day5_Rep2	YPD_Day1_Rep2	YPD_Day2_Rep2	YPD_Day3_Rep2	YPD_Day4_Rep2	YPD_Day5_Rep2	YPGR_Day1_Rep3	YPGR_Day2_Rep3	YPGR_Day3_Rep3	YPGR_Day4_Rep3	YPGR_Day5_Rep3	YPD_Day1_Rep3	YPD_Day2_Rep3	YPD_Day3_Rep3	YPD_Day4_Rep3	YPD_Day5_Rep3
YER115C	SPR6	17528.58008	17934.25	16581.17383	15611.97949	15726.98731	15246.00098	15678.32422	15582.73731	15249.05859	15263.81641	18750.13086	17266.58594	16930.77734	16050.08594	14259.9043	14833.07129	14944.15625	14134.43555	14930.01367	14759.85352	18199.99023	16599.22852	16822.98633	15953.41895	15065.41504	14998.26367	14349.45801	15113.93457	14800.4541	15008.7666
YDR524W-C	YDR524W-C	85.838615	81.027954	70.820641	115.375023	125.451271	78.405663	79.927521	110.723602	111.021553	99.075645	70.998795	76.92691	105.339554	119.41291	115.426483	82.629837	79.885033	41.225449	43.922901	58.896473	67.413063	74.1987	82.102951	91.830849	150.861496	46.425579	34.981995	50.764572	49.01429	62.913391
YLR327C	TMA10	6847.064941	6901.89502	6679.896484	7278.047852	7374.43457	6758.208008	6310.716309	6516.531738	6586.085449	7117.509766	6499.055664	6735.281738	6701.450684	6993.273438	6300.34668	6649.850586	6794.942383	6614.88916	6602.994629	6791.783203	6916.217773	6616.092773	6886.75	6875.658203	6726.703613	5683.004883	6251.729004	6587.193359	6149.800293	6185.41748
YKL100W-A	YKL100W-A	0	0	0	0	0	0	0	0	0	0	0	0	0.000414	0.000934	0	0.00065	0	0	0	0	0.000466	0	0.000233	0	0	0	0	0.000425	0	0
YLR299C-A	YLR299C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR213C	CRR1	12475.90137	13782.55078	14188.25781	13917.87402	12770.3252	11373.92481	12454.37695	12596.4834	12944.37695	12845.09473	13556.03027	13718.35352	13746.50195	13770.24512	13845.91309	11481.63867	12595.78125	12274.29199	12867.64941	12077.08789	13312.5293	13182.66016	14438.63086	13295.09082	13137.4668	12088.56055	11376.49023	12895.28418	12390.49414	12952.03711
YDR042C	YDR042C	7690.642578	7491.594727	7335.101562	7545.959961	6813.06543	7994.181641	7735.901367	7561.536621	6914.005859	6852.286133	7850.986816	7242.886719	6842.233398	7082.479492	6628.182617	8182.680176	7841.099609	7317.638184	7111.354004	6823.00293	8428.216797	7631.054688	7185.504883	7188.078613	7099.745605	8145.558594	7937.62207	7949.499512	7600.222168	7511.755371
YOR161W-A	YOR161W-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00007	0
YFL031C-A	YFL031C-A	875.090332	913.110474	692.949524	753.669556	654.090027	740.74054	624.236023	752.617798	747.452393	805.004517	829.608521	657.743469	782.671875	692.420898	738.908752	741.999084	831.304321	872.887451	828.274475	1067.190918	537.535645	597.420044	571.284546	666.440491	539.128967	610.702332	562.716919	653.323181	626.78064	772.2005
YER085C	YER085C	2164.527588	1686.321899	1496.36084	1372.410767	1377.819946	4590.993652	4617.002441	4475.417969	4393.211426	4011.428467	2828.538086	2015.962891	1763.39856	1717.957397	1625.924927	4329.050781	3343.861328	4384.222168	4448.15918	3715.448975	2501.2229	1944.656372	2021.380127	2014.442993	1969.697998	4527.438965	4772.364258	4737.338379	4273.687012	4530.912598
YDR273W	DON1	7343.408691	8302.960938	8784.120117	9109.977539	9336.894531	6669.990234	6985.910645	6891.819336	6983.207031	6937.134277	7746.344238	8051.379883	8612.889648	9467.456055	9561.602539	6870.272461	7276.921387	6980.701172	7373.192871	6701.732422	7761.908691	8271.072266	9491.911133	9326.861328	9494.499023	6863.971191	6792.919434	7262.113281	6951.204102	7262.654297
YNL019C	YNL019C	7010.872559	7277.929688	7158.495117	6947.666504	7070.414551	7014.845703	7473.818848	7489.044434	7570.856934	7671.956543	7882.591797	7487.42334	7568.809082	7259.393555	7001.377441	7420.648438	7607.700195	7284.60498	7684.113281	7437.330078	7542.894531	7065.85791	7423.402832	6731.177734	6414.467285	7244.342773	7266.511719	7691.745117	7511.071777	7490.229492
YJL043W	YJL043W	10510.66895	11913.35742	11705.47852	11203.24902	11781.04297	9606.132812	10991.97168	11823.63965	12685.40039	13358.65137	11280.01563	11299.24316	11163.625	11618.56543	11524.19531	10118.75977	11459.02637	12112.72266	13479.27832	13727.95606	10981.59668	10709.45703	11594.75879	11171.61914	10794.27051	10150.74512	10993.83691	12591.54492	12886.46387	13977.64453
YCR010C	ADY2	7389.498047	7601.640137	7614.654785	7223.398438	7068.283203	7527.857422	7221.01416	6898.81543	7092.98877	6483.746094	7502.189453	7689.629395	7530.175781	7634.905762	7328.541504	7031.850586	7386.338867	6923.175781	7338.212402	6723.717285	8037.430664	8036.054199	8277.620117	7589.836914	7370.772949	7114.233398	7176.078613	6719.53418	6199.527344	6580.057129
YNR003W-A	YNR003W-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL099W	SGA1	5340.438477	4281.443359	3820.121338	3874.751221	3753.07959	4458.692871	4471.82666	4439.527832	4611.631836	4483.266113	5053.632324	3893.223633	3709.618164	3634.279297	3352.011719	5304.214844	4823.091797	4821.036133	4763.037598	5197.382812	4697.703125	3924.510742	3709.787842	3564.436279	3464.48291	5132.878906	4512.270508	4689.862793	4575.980957	4276.220703
YDR260C	SWM1	4114.749512	4297.449219	3893.759033	3706.070801	3612.255859	3654.142822	3292.625732	2853.429443	2610.420654	2346.945312	4588.493652	4535.591309	4245.055664	4272.595215	4133.498047	4216.420898	3847.561035	3278.250244	2840.244385	2220.617432	4142.82959	3836.339355	4019.965576	3294.274902	3450.630859	4105.453125	3848.920654	3607.133545	3199.425781	2947.662598
YPR077C	YPR077C	7044.347168	6725.583984	6775.197754	6981.187012	6778.839355	7604.554199	7315.306152	7301.671875	7026.169434	6947.552246	7196.71582	6786.823242	6710.556641	7011.417969	6498.075195	7922.661133	8019.121094	7823.895996	7827.259277	8150.459961	7199.129883	6725.703613	7175.020508	6976.830566	6711.793457	7574.995117	7692.865234	7862.002441	7409.54541	7378.000488
YIL065C	FIS1	2761.707031	1512.678101	940.351135	782.782593	641.130188	4200.992676	4013.746826	4070.451416	3884.539307	3660.489746	3197.645264	1440.89978	954.284363	841.738159	695.633728	4376.286621	4112.995117	4182.615723	4116.595215	3833.354248	3201.2854	1460.755005	922.416931	790.937683	731.473877	4151.973633	4164.349609	4499.199219	4033.027832	4594.097656
YGR226C	YGR226C	169.329025	142.230087	170.344315	166.265228	172.844528	118.414429	142.953598	149.075378	150.9366	139.249237	154.850739	145.219406	155.130234	156.333832	157.573364	127.813156	125.522163	129.776413	125.746445	151.85759	137.156616	133.984924	150.512543	149.18071	162.902435	114.162323	126.561249	127.736244	124.358475	124.934608
YBR018C	GAL7	6551.634766	6281.48584	6440.461914	6730.99707	5908.135742	5573.165039	5431.291504	5394.007812	5806.280762	5837.705078	6223.479492	6323.157227	6575.619141	7173.600098	6280.493652	5819.488281	5965.75293	5982.575684	6077.268555	6919.375488	6070.978516	6202.039551	6631.693848	6626.191406	6190.585938	5650.818359	5331.522461	5602.425293	5395.80127	5537.99707
YPR078C	YPR078C	5764.438965	5470.149414	5366.262695	5771.331055	5481.188965	6115.592773	6114.998047	5985.550293	5943.59668	5792.428711	5797.915039	5374.447754	5287.121582	5478.87207	5123.483887	6650.79834	6594.04834	6534.591309	6469.889648	6207.769043	5693.296875	5296.035156	5617.045898	5466.433105	5318.271484	6536.181152	6501.641113	6659.309082	6246.401367	6010.479004
YMR303C	ADH2	4785.271973	5303.385254	5023.851074	4672.646973	4587.530762	4771.082031	5038.640137	4925.571777	4830.304199	4710.338867	5519.584473	5246.30127	5069.166992	4899.967285	4349.229492	5379.972656	5256.994141	5226.862793	5323.04541	5186.79541	5640.883301	5369.786621	5777.239746	5462.825195	4927.885742	5189.416992	4926.794922	4897.70752	4891.072266	4839.841309
YOR242C	SSP2	5232.187988	5332.228027	5323.180664	5719.222656	5554.293457	4223.568359	4198.745117	4248.257812	4116.966797	4125.885742	5312.439453	5563.861328	5522.883301	6036.611816	5751.859863	4520.991699	4415.964844	4513.166992	4416.415527	4435.131836	5000.238281	5093.789062	5584.500488	5324.520508	5499.419434	4715.165527	4337.292969	4436.148438	4267.475098	4414.097656
YPR035W	GLN1	3360.179443	2431.029541	2277.333252	2407.96582	2161.157959	3913.742676	3970.822021	4156.508789	4315.491699	4015.186035	3405.619385	2351.162598	2390.721924	2384.325928	2266.051758	4463.016113	4131.411133	4534.215332	4344.036133	4219.734863	3116.153076	2254.131592	2301.209473	2197.32373	2201.125488	4451.763672	4016.659424	4190.120605	3975.567871	4002.435059
YIL154C	IMP2'	4681.095703	4159.338867	3469.549316	2881.39917	2481.487549	5714.104492	6077.651855	5946.691895	5704.179199	5945.018555	5051.049805	3989.430176	3329.526611	2788.922363	2288.640625	6283.104492	6185.804199	5956.240723	5820.123535	5794.299805	5142.662109	3969.412842	3374.677246	2942.12207	2371.874756	6137.974121	6216.827148	6010.935547	6167.547852	6100.203125
YDR522C	SPS2	6689.178223	6228.168457	6185.600586	6458.26709	6180.888672	5165.138184	4810.919434	4855.25293	4778.241211	4444.569824	5797.58252	5948.334473	5776.260254	6077.538086	5894.490723	5249.103516	5249.28418	5221.875488	5137.72168	4865.000977	5813.253906	5674.019043	5871.091309	5670.668945	5471.762207	5607.320312	5255.00293	5151.107422	4755.126953	4984.699219
YOR190W	SPR1	5878.897461	5753.883301	5603.294922	5769.299805	5493.714355	4890.878906	4745.830566	4822.819824	4846.394043	4575.968262	5959.349609	5928.563965	6114.95752	6569.815918	6410.050781	5070.583496	4866.178223	4930.45459	5047.996094	4167.836426	5640.604004	5701.556152	5987.13623	5649.586914	5775.684082	4933.076172	4715.876465	4770.644043	4275.256836	4238.429199
YNR007C	ATG3	5085.050293	5637.289551	5489.554688	6221.217773	6367.530273	4879.226562	5037.080566	4808.40625	4174.729492	3944.258545	5754.843262	5921.858887	5823.20752	6820.466797	6020.641602	4887.820801	4990.437012	4939.688965	4908.056152	4376.512207	5390.600586	5602.720215	5460.64502	5322.725098	6072.642578	4435.331055	5017.586914	5074.641113	4529.894043	4894.239746
YNL033W	YNL033W	4477.028809	5152.161133	5151.401855	4956.689453	5100.143066	5012.033203	5324.121582	5309.716309	5409.77002	5407.584961	5524.280273	5373.824219	5358.623535	4864.272949	4984.670898	5264.897461	5487.695312	5193.672363	5417.22998	5208.010742	5389.498047	5068.96582	5346.305664	4760.754395	4596.804688	5162.605469	4892.739746	5486.238281	5248.746582	5379.885254
YML009C-A	YML009C-A	2572.896484	2826.689697	2814.074219	2768.801514	2798.6521	2506.595459	2608.614502	2498.772705	2510.692383	2503.755859	2872.405762	2730.225342	3009.071777	3006.415771	2845.2771	2640.622314	2475.678467	2552.344482	2550.403809	2631.332031	2974.581299	2910.074707	3130.076172	3063.415527	3111.79126	2579.541748	2588.144775	2567.912109	2427.266113	2368.685303
YJL037W	IRC18	3514.837646	3561.541992	3378.198242	3484.951172	3463.575439	3997.796631	3886.636475	3583.96167	3596.615479	3514.900146	4022.07373	3841.477539	3788.916992	4174.121094	3984.710205	3777.054932	3943.788574	3773.140381	3687.44043	3396.132324	3985.420654	3499.327393	3802.249023	3763.770996	3706.608398	3906.403809	3843.982422	3990.181885	3783.796631	3769.515137
YFL038C	YPT1	3634.406006	2885.330811	2520.842773	2445.938721	2530.946289	4359.635254	4451.375488	4221.308594	4245.394043	4290.520996	3995.737061	2666.936768	2287.011475	2346.442139	2121.779785	4195.478027	4499.688965	4213.141113	4564.015625	4262.958008	3881.548828	2723.35791	2512.198486	2436.356445	2267.14502	4473.306641	4833.981934	4934.653809	4678.506836	4771.584473
YPL135W	ISU1	3749.930664	4190.212891	4057.821289	4188.835938	3939.239258	3447.199707	3188.5271	3521.609619	3462.284668	3275.958008	3858.082031	3871.839355	4086.508057	4445.299805	4396.193848	3487.348145	3417.672119	3173.967041	3430.042725	3277.469727	3595.935303	3602.431396	3922.195801	4006.881592	3791.321777	3393.470459	3204.30542	3217.166016	3232.592529	2983.715576
YDL155W	CLB3	937.768005	957.051086	938.75824	933.309326	919.116028	2221.609863	2163.400879	2000.307251	1904.8302	1651.560425	1007.630493	977.197083	908.27771	974.644348	1012.326172	2189.462158	2039.38208	1819.043579	1771.967896	1511.456543	973.484375	995.502319	1060.895142	973.724182	1018.073608	2331.895996	2180.615234	2093.790283	1975.218262	1797.786133
YJL077W-B	YJL077W-B	198.013855	140.039764	126.351021	87.269402	108.450546	206.158356	193.774353	170.730927	164.50206	158.499619	209.052261	190.364532	182.220764	166.055679	165.530273	201.929901	188.144424	150.400589	132.91243	162.509354	242.508957	249.953903	316.813843	198.259567	161.469681	224.871185	213.652359	227.999207	219.065323	160.931778
YMR017W	SPO20	3678.237549	3715.900879	3653.044922	3609.012451	3357.809814	3165.708008	3148.067383	3077.735107	3262.804199	3250.164795	3740.221191	3638.768066	3548.739746	3612.749512	3291.459229	3356.262207	3134.561279	3080.330322	3320.119385	3201.368164	3545.467529	3511.096924	3600.291504	3488.137939	3238.947754	3147.500732	3019.902832	3060.117432	3000.789795	3071.411133
YBL107W-A	YBL107W-A	2.142599	1.73302	1.358353	1.575438	1.392413	1.315253	1.090385	2.112473	2.131036	0.901653	1.431803	1.818437	1.574889	1.959761	3.05492	1.700197	2.370127	3.185771	3.06892	3.573834	0.864552	1.517186	1.17109	2.063498	2.660407	1.039683	1.443875	0.799125	1.81532	1.585389
YDR405W	MRP20	2698.712646	2511.465088	2395.315918	2160.852783	2026.365234	2604.197754	2451.579834	2624.410156	2548.102051	2499.747314	3134.214355	2951.995117	2533.238281	2461.144043	2324.887207	2940.975098	2891.032959	2745.894531	3036.715332	2879.52417	2887.215088	2549.353027	2529.307129	2399.423584	2178.783447	2786.125	2825.801514	2953.877197	2848.095703	3191.321045
YJL160C	YJL160C	3316.720215	3888.888672	3986.078369	3957.620117	4050.196289	3134.74292	3198.430664	3393.648438	3227.721191	3167.700684	3420.200928	3875.274658	3917.702393	4428.464844	4349.688477	3225.512939	3382.829346	3320.445312	3539.865967	3213.312988	3562.462158	3526.851562	3983.543457	3957.855469	3853.480957	3259.81958	3302.701416	3141.247559	3096.908691	3363.344238
YDR523C	SPS1	3666.93042	3016.811523	2799.052246	3006.62207	2778.997803	2605.867188	2502.478271	2631.462158	2850.61499	2802.66626	2873.199219	3012.654541	2898.128662	2942.123535	2711.920166	2935.475342	2813.530518	3187.369141	2904.440186	3037.697998	3020.737305	3193.183105	3000.909424	2910.135742	2937.880859	2786.625977	2702.039062	2762.654785	2702.572021	2843.798096
YKR066C	CCP1	3467.352539	3216.589355	2888.580322	2622.996826	2404.76709	3606.649658	3954.674805	3866.406738	3798.440186	3682.717773	3571.809814	2973.253174	2887.249512	2792.897217	2685.267578	3730.997559	3638.607422	3615.929443	3601.582031	3548.85376	3270.095703	2709.996338	2558.36084	2496.274902	2420.755859	3646.949219	3511.999023	3687.709961	3601.126709	3552.203857
YLR031W	YLR031W	2464.478516	2217.089111	2220.786133	2488.251709	2226.831055	1887.612183	1835.494873	1833.080078	1806.108032	1690.508057	2065.896973	2055.733643	2188.383545	2263.342285	2180.734619	2131.061279	1906.129395	2051.498535	2080.160645	2366.797607	2186.437012	2195.944824	3586.095459	3799.627441	2468.238525	2045.277466	1786.787354	1821.742065	1767.785034	1706.81665
YOR089C	VPS21	1751.964966	1262.758789	1212.900513	1254.469849	1232.653198	2974.126709	2826.484131	2676.031738	2591.940186	2625.401367	1645.774292	1311.490479	1167.527344	1133.006348	1087.679443	3186.900879	2987.793945	2943.876465	2993.398682	2615.068604	1755.504761	1337.532471	1341.834595	1239.55188	1295.365479	2984.363281	2902.567383	3109.029541	2927.681152	2982.239014
YGR169C-A	YGR169C-A	1389.940796	1631.30957	1579.072632	1599.112427	1617.016357	1600.238159	1626.134521	1593.522095	1618.142822	1635.493408	1379.244873	1468.330933	1520.552368	1749.247559	1769.368652	1176.201294	1188.789551	1053.247437	1050.76123	920.498779	1687.996826	1679.367676	1930.724609	1983.025269	1871.125244	1344.22522	1373.910889	1475.121704	1323.620728	1485.184326
YPL130W	SPO19	2184.23291	2318.810547	2173.623779	2119.896729	2205.303955	2496.969727	2500.121338	2373.650391	2331.395752	2203.121826	2413.232178	2428.182861	2461.531982	2543.82666	2508.527344	2352.056152	2344.813477	2358.838379	2341.724609	2158.828369	2593.166992	2422.175537	2603.47876	2404.665527	2267.046387	2500.453613	2582.256348	2581.910156	2354.561279	2385.70459
YER065C	ICL1	2918.56543	2593.7229	2546.506104	2537.459961	2379.000488	2517.457275	2605.343018	2526.658203	2550.231934	2545.119629	2752.073975	2661.851318	2663.954834	2690.35498	2566.491211	2620.848633	2491.918457	2459.768799	2368.546143	2428.960693	2560.81665	2544.924072	2771.473877	2528.547119	2371.0979	2678.177979	2528.878418	2538.28125	2557.317871	2528.625977
YOR374W	ALD4	2891.057861	2095.461426	1703.682251	1603.726807	1555.942749	2656.883057	2914.383301	3065.71582	3271.919922	3284.843262	2754.471191	2028.144165	1773.299072	1568.469849	1478.740723	3041.468506	3007.588623	3503.140869	3555.337402	3725.664307	2585.758545	1957.895142	1799.78064	1680.678589	1601.268677	2903.410645	2878.146484	3221.189697	3376.381836	3537.996094
YKL117W	SBA1	2127.183594	2214.570557	1670.966309	1342.104248	1207.838745	2436.445312	2104.112305	2312.849854	1897.220825	1761.561035	1861.112305	1915.749146	1675.506226	1250.145752	1258.506104	2100.534668	2157.262695	2304.387939	2298.382324	1777.098755	2052.303711	1810.247192	1569.672729	1368.748291	1422.913452	2159.862305	1945.91748	1795.172729	1738.556152	1810.316406
YOL110W	SHR5	1875.006226	1832.071655	1704.995117	1481.308716	1415.102295	2169.424561	2107.146484	2012.689575	1710.535767	1501.812744	2188.805664	2041.578979	1936.756592	1729.065674	1764.557983	2222.143799	1977.393921	1904.529663	1648.89209	1559.747437	2422.70166	2115.96875	1975.175293	1813.247559	1613.710938	2233.757812	2221.599365	2216.082275	1946.439331	2081.07666
YKR048C	NAP1	1550.353271	1389.637451	1263.405029	1095.945679	1121.898315	2005.296753	2221.515137	2237.32666	2264.421387	2039.752075	1746.088623	1452.468994	1519.727539	1404.032349	1301.745239	2346.627441	2331.633545	2224.685791	2377.263916	2263.088135	1743.584961	1407.961426	1515.346436	1371.24707	1386.174072	2172.985596	2195.401611	2153.539307	2133.538574	2205.025635
YGR086C	PIL1	2190.320068	1662.526611	1509.773438	1530.096069	1538.845459	3234.883057	3451.137695	3145.174561	3234.610107	2996.190918	2509.405762	1827.409058	1691.763062	1701.814941	1698.012939	3336.941162	3265.99585	3257.811523	3196.23291	2761.716064	2410.357666	1727.78833	1587.739014	1475.361206	1561.546997	3333.652344	3394.122314	3285.866455	2904.833008	2810.324463
YLR308W	CDA2	2674.358887	2903.590332	2936.009521	2749.968018	2677.434082	2377.022705	2720.58374	2390.610596	2502.216553	2352.275391	2682.949707	2623.106934	2562.883057	2655.976562	2547.545898	2321.064209	2446.220215	2460.795654	2504.791504	2361.43042	2348.130615	2323.982666	2492.570068	2286.056885	2229.946533	2427.185791	2395.676514	2599.008545	2481.369629	2479.678223
YOR339C	UBC11	1226.970337	1202.450684	1153.154297	1222.304443	1077.514526	1692.636597	2099.034912	1847.04248	2107.00293	2176.194336	1195.719116	1109.447998	1172.712524	1051.88147	1042.656738	1664.388428	1903.502563	1742.432129	1784.201416	1789.013794	1214.605469	1194.39624	1215.608032	1173.163574	1163.809082	1472.201416	1490.602539	1437.55188	1494.782104	1527.735474
YBR285W	YBR285W	1709.377686	1699.74292	1620.851196	1587.464722	1422.118896	1465.895508	1260.200806	1280.227539	1282.873291	1369.724243	1735.716675	1616.054199	1575.919312	1835.749023	1711.603149	1413.731323	1432.525391	1422.287109	1542.332397	1679.621216	1404.231201	1302.779663	1229.42688	1265.009155	1438.299194	1452.098389	1535.769287	1455.825806	1548.304932	1792.786499
YDR148C	KGD2	2817.21582	2200.311523	2072.605469	2113.959717	1855.944946	1935.929077	1928.430786	2134.638672	2289.39917	2147.955566	2222.385254	1899.046387	1891.218872	1916.494629	1791.703857	2263.483887	2067.139893	2176.186523	2131.77124	2356.130371	2075.498535	1876.525513	1773.877197	1748.061035	1721.286133	2354.880371	2095.595215	2253.651855	2233.632324	2368.004639
YFL011W	HXT10	3681.597168	3739.270508	3576.666992	3652.818359	3558.710938	3197.919922	3220.461426	3331.822754	3352.947021	3433.146973	3546.435547	3498.272949	3439.371094	3460.103027	3208.000977	3085.783691	3189.682617	3124.796631	3172.846436	3031.389893	3422.4729	3332.748291	3478.116699	3427.487793	3472.175781	3204.708008	3085.922119	3164.294678	3104.880371	3182.31665
YNL007C	SIS1	2140.88623	2078.590576	1675.083618	1719.537354	1764.165649	2255.593506	2501.757812	2382.79834	2282.556152	2510.605957	2179.990479	1866.487915	1774.427124	1754.856567	1570.860474	2606.02124	2514.919922	2392.384277	2536.11499	2161.674316	2211.24707	1957.1521	1893.599121	1653.972168	1678.408691	2365.84668	2364.323242	2304.601318	2274.069824	2037.856689
YGR037C	ACB1	933.083618	912.435547	902.913269	1024.117188	926.575134	1009.95575	1035.512207	1035.990723	1002.384155	865.871033	983.383972	1027.909546	904.648254	818.396667	796.676147	1074.552002	992.524048	932.494995	1051.925659	952.017883	1039.732178	1048.066895	1036.71521	974.786865	956.817505	1047.05127	1117.700317	1012.737549	1087.876587	1108.818237
