gene_id	gene_short_name	YPGR_Day1_Rep1	YPGR_Day2_Rep1	YPGR_Day3_Rep1	YPGR_Day4_Rep1	YPGR_Day5_Rep1	YPD_Day1_Rep1	YPD_Day2_Rep1	YPD_Day3_Rep1	YPD_Day4_Rep1	YPD_Day5_Rep1	YPGR_Day1_Rep2	YPGR_Day2_Rep2	YPGR_Day3_Rep2	YPGR_Day4_Rep2	YPGR_Day5_Rep2	YPD_Day1_Rep2	YPD_Day2_Rep2	YPD_Day3_Rep2	YPD_Day4_Rep2	YPD_Day5_Rep2	YPGR_Day1_Rep3	YPGR_Day2_Rep3	YPGR_Day3_Rep3	YPGR_Day4_Rep3	YPGR_Day5_Rep3	YPD_Day1_Rep3	YPD_Day2_Rep3	YPD_Day3_Rep3	YPD_Day4_Rep3	YPD_Day5_Rep3
YDR523C	SPS1	1373.417236	1377.492676	1436.167603	1435.502441	1557.919678	1214.588013	1229.15271	1039.997192	1053.264526	881.246399	1268.128174	1215.794678	1185.822754	1221.086914	1170.458008	1066.23645	981.396118	1055.841187	948.186951	973.379089	1210.974854	1292.658447	1361.164551	1343.085693	1344.465698	1182.008545	1100.312866	966.080078	935.19165	991.723694
YKR066C	CCP1	4879.508789	4152.623047	3906.138916	3473.966553	3475.331787	4555.075684	4781.022949	4946.835938	4892.442383	5712.686035	4303.022949	4318.469238	3915.601807	4053.221924	4008.316406	4324.101074	4451.236816	5253.98291	5096.006348	5713.26123	4619.676758	4074.35791	4026.83252	3774.400146	4114.946289	4697.445312	4737.487305	4691.020508	4834.973633	5355.719727
YLR031W	YLR031W	958.253601	936.543762	952.041077	889.432373	968.088806	743.891724	747.85675	701.390625	762.334961	695.779602	738.05426	711.449829	735.851746	691.677185	1024.810791	746.841431	720.73938	624.783997	563.43103	650.924133	885.018494	930.625549	865.130371	857.342407	828.919495	792.871643	788.012573	703.222473	663.045471	691.560608
YOR089C	VPS21	1280.345825	612.838257	490.811035	415.076385	476.244659	1679.316895	1843.722046	1759.31189	1679.229248	1589.399536	1338.575317	646.918518	513.50708	444.948456	424.232666	1714.394653	1787.814453	1620.207397	1593.295898	1715.670044	1071.984985	522.574097	481.865112	455.653595	498.253601	1623.960815	1615.877319	1462.067749	1381.373413	1564.224121
YGR169C-A	YGR169C-A	252.346985	194.451248	210.305054	173.152527	215.297623	174.084198	175.137985	133.095016	153.386673	160.315887	155.103668	215.042953	216.202423	181.5112	198.273224	190.13649	213.189575	183.21524	150.677078	140.749008	194.849167	188.110886	211.220337	211.543213	229.792587	164.735291	181.421539	226.069977	214.830872	246.100143
YPL130W	SPO19	661.343201	545.328918	412.025635	339.531464	334.962616	688.131287	601.71405	561.211731	579.080322	548.851746	728.198181	764.380493	514.331299	355.454041	310.332977	711.253357	672.066895	639.741516	578.187927	596.811523	540.970215	567.680054	431.00174	359.261749	291.988464	686.050171	731.012451	734.909485	706.007141	732.276794
YER065C	ICL1	8907.833008	8873.365234	9091.055664	8774.767578	8569.146484	8558.287109	8140.130859	7722.925781	7687.623535	7481.354004	9008.754883	9441.235352	9078.290039	9501.986328	9590.193359	8221.814453	8208.875	8118.856934	7588.680664	7481.163086	8718.683594	9419.470703	9597.757812	9299.920898	9044.125	8302.707031	8007.533691	7770.174805	7132.20166	7381.067871
YOR374W	ALD4	7551.505371	6080.86084	5364.834961	4563.389648	4590.570801	7965.745117	8055.499023	8473.081055	9024.047852	9242.370117	7558.069824	7244.790039	5443.78418	5030.30957	4773.851074	7690.522461	8459.568359	8816.250977	8651.825195	8784.141602	7349.589844	5997.237305	5646.854004	5127.73291	5078.270508	7579.972656	8015.311523	8076.646973	8482.408203	9229.862305
YKL117W	SBA1	3005.107422	2840.708008	2916.553223	2248.320068	2013.839233	3056.570312	2957.084717	2707.134521	2904.635742	2613.511719	3512.022705	3524.952881	2922.651611	2194.584473	2066.020996	3530.40918	3052.571289	2962.578613	2865.876221	3218.606934	2857.961182	2621.31665	2451.839355	2260.137207	2055.73291	2766.671143	2651.39502	2662.461426	2670.664062	3081.590088
YOL110W	SHR5	673.548889	661.336609	603.928955	715.261047	503.281952	702.077942	534.740723	500.56897	439.308167	396.890991	808.352417	842.729736	681.074463	707.698425	783.028137	771.156067	851.860168	669.711243	629.342651	507.405731	637.676636	614.999695	616.929565	560.778015	523.64917	619.510925	564.672058	461.538727	431.202972	401.156525
YKR048C	NAP1	1724.968018	1580.219482	1512.823486	1484.789551	1325.565308	1887.254272	1896.972412	1873.13501	1786.634033	1819.241699	1554.423584	1553.960693	1418.128052	1445.55957	1557.203735	1756.708496	1895.675537	1966.684814	1868.709595	1824.193115	1700.778931	1520.250488	1552.286133	1418.359009	1535.678345	1918.837158	1761.776733	1712.353394	1803.206909	1777.157471
YGR086C	PIL1	6293.599121	3784.996826	4365.948242	4386.525879	4678.572754	7212.470215	7306.124023	6729.826172	7129.842285	6883.478027	8469.651367	4576.663574	4468.955566	4655.868164	4656.359375	7834.429199	6852.878418	7457.400391	5935.186523	7523.981934	4991.228516	4913.961426	4145.71875	4862.565918	3725.546631	6673.791504	6995.297852	6398.401367	5671.023438	6822.243652
YLR308W	CDA2	547.677917	571.688354	581.763123	561.456238	619.101196	442.806213	414.533478	393.047394	386.782318	399.201935	533.18866	522.049194	561.407349	591.539978	645.384705	475.915619	409.184875	445.974518	376.229706	436.35968	412.00589	486.976471	525.511902	481.181	518.826111	363.122559	387.476166	337.112732	323.208496	336.474274
YOR339C	UBC11	1260.309814	1609.318115	1592.812134	1706.953247	1311.807251	1673.739258	1618.952148	1704.49292	1730.351929	1669.253784	1765.841187	1834.530396	1883.487427	2249.861328	2213.161621	1809.36853	1927.669434	1770.616821	1837.041626	1462.242188	1478.314819	1336.584839	1811.360962	1818.89502	1640.657471	1323.694946	1263.942871	1118.258423	1263.303589	1457.561523
YBR285W	YBR285W	1112.77478	1141.614868	1090.043579	964.605103	965.885986	1034.899902	916.903198	920.562134	1001.138672	887.968201	1181.909668	1156.389404	1013.709106	943.359619	947.260193	1134.826294	1204.250366	1188.873779	1066.509033	1247.738403	1060.949463	1051.916016	1056.079102	1012.249207	939.427856	1017.272766	1095.107056	927.516602	924.61377	954.665344
YDR148C	KGD2	2399.379639	2194.454346	2153.302734	2040.442749	2039.892334	2268.054932	2184.451172	2132.435791	2066.755615	2273.371338	2442.915527	2446.744873	2205.094238	2254.761475	2235.707275	2343.46875	2368.29541	2411.999268	2188.344971	2182.831299	2219.255615	2601.879639	2788.000488	2660.739258	2623.46582	2194.831543	2129.019775	2135.623779	2034.382812	2039.673218
YFL011W	HXT10	8020.963379	8210.710938	8243.121094	7681.655273	7273.741699	7563.347168	7838.73291	7560.98584	7887.842773	7570.187988	8332.329102	8892.520508	7878.515137	8113.463379	7476.157227	7817.228516	7754.49707	7579.774902	7651.382812	7879.174805	7844.079102	8230.452148	8235.745117	7542.936523	7059.28418	7602.149414	7575.381836	7372.655273	7214.350098	7734.299805
YNL007C	SIS1	816.848755	738.254578	787.516968	702.738281	658.383972	883.244995	911.274292	865.779968	813.859619	771.222473	752.194458	779.2229	629.98468	647.618042	639.44342	886.016785	771.067993	779.927063	754.78064	663.183838	746.697571	756.204407	714.928833	674.383545	666.924255	865.456421	774.557068	631.712402	627.709534	650.598511
YGR037C	ACB1	53.12664	44.057587	29.379904	51.205284	51.686359	79.919846	88.654633	89.845215	100.435196	102.686256	116.51223	97.561638	128.727676	145.402802	138.109543	101.463524	126.290634	80.671867	112.609573	120.973793	76.259621	107.318871	165.431793	107.810349	106.699554	86.506905	56.204132	49.218311	55.030075	60.019135
YNL305C	YNL305C	434.322601	378.667145	348.214813	355.707397	374.311188	789.680603	757.866089	742.972778	727.591797	699.674072	465.655884	386.962097	369.141235	385.324585	349.0578	896.704712	921.598633	917.197266	898.155884	846.002563	449.096832	358.532166	319.570862	287.80011	306.053101	747.185974	695.735168	694.16626	857.689514	933.700928
YEL023C	YEL023C	9058.119141	9339.689453	9739.964844	9940.62793	10190.01074	8487.061523	8767.472656	7990.905762	8176.803223	7655.13916	8749.481445	8801.174805	8676.619141	8764.745117	8697.498047	7976.944336	7764.570801	7752.594727	7080.922363	7686.794434	9044.625977	9691.197266	10137.35156	10351.73535	10198.7041	8552.349609	8332.790039	8264.736328	7354.19043	7512.62793
