gene_id	gene_short_name	YPGR_Day1_Rep1	YPGR_Day2_Rep1	YPGR_Day3_Rep1	YPGR_Day4_Rep1	YPGR_Day5_Rep1	YPD_Day1_Rep1	YPD_Day2_Rep1	YPD_Day3_Rep1	YPD_Day4_Rep1	YPD_Day5_Rep1	YPGR_Day1_Rep2	YPGR_Day2_Rep2	YPGR_Day3_Rep2	YPGR_Day4_Rep2	YPGR_Day5_Rep2	YPD_Day1_Rep2	YPD_Day2_Rep2	YPD_Day3_Rep2	YPD_Day4_Rep2	YPD_Day5_Rep2	YPGR_Day1_Rep3	YPGR_Day2_Rep3	YPGR_Day3_Rep3	YPGR_Day4_Rep3	YPGR_Day5_Rep3	YPD_Day1_Rep3	YPD_Day2_Rep3	YPD_Day3_Rep3	YPD_Day4_Rep3	YPD_Day5_Rep3
YOR335W-A	YOR335W-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR070C	FMP16	61.939964	56.323597	37.268059	99.488495	89.08712	50.417526	66.929062	85.04863	37.495522	56.651882	36.926132	16.279062	6.345554	25.784349	30.292696	25.639507	57.31406	40.562504	38.18111	37.628128	49.312778	46.196629	53.332966	41.095043	33.317047	132.776047	136.723541	160.625381	180.055374	175.535187
YDL232W	OST4	94.242584	114.575829	116.297882	64.296288	129.894852	78.932205	50.305344	46.567154	20.834642	16.451181	54.773998	56.575523	38.439697	98.370239	61.777874	28.090754	35.725334	40.495716	34.404831	32.000763	69.800728	106.968567	145.022507	42.287491	60.203938	41.467449	30.149385	29.886618	37.38295	18.50176
YBR058C-A	TSC3	134.773911	91.573288	93.558273	76.703491	70.193184	163.28186	124.795898	142.076538	166.279297	188.364807	145.020569	101.318977	112.557335	150.26767	120.629036	102.76091	77.49337	67.53392	95.211372	88.046204	148.334091	63.518406	52.179626	35.943501	50.909748	108.510429	102.402481	138.888321	125.02211	91.361572
YHL015W-A	YHL015W-A	0	0	0	0	0	0	0	0.501541	0	0	0	0	0	0	0	0	0	0.041446	0	0	0	0	0	0	0	0	1.642117	0	0	0
YNL144W-A	YNL144W-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL041W-A	YGL041W-A	164.968384	187.168961	117.295921	152.653854	175.333267	100.025764	92.273094	73.039749	94.242279	91.13987	167.777328	195.414917	213.822418	142.838837	148.828293	121.020439	126.456085	104.964195	97.497482	113.094765	120.561073	156.565292	170.791901	131.464523	128.778091	109.647881	178.50206	193.208603	187.099365	182.418747
YLR204W	QRI5	0	0	0.497486	0	0.472993	0	0	0.449304	0	0	0	0.5953	0.581798	0	0	0	0.271943	0.518621	0	0	0	0.734034	0.572787	0	0	0.892269	0	0.836542	0	0.554228
YAL037C-A	YAL037C-A	0.15212	5.984722	0.161591	0.119317	0.307271	1.746661	0.144513	0.365887	0.536108	0.103234	0.192343	2.169966	0	0	0.087054	0.510863	0.165213	0.168456	1.655942	0	0.159463	0.831423	0.206723	0.225882	0.283781	0.029434	0.205366	0.241531	0.373548	1.780221
YNL024C-A	YNL024C-A	4.771999	4.772033	25.232056	53.643505	27.00226	3.79455	0	0	0.88438	0	11.017739	1.466461	8.377373	3.118508	1.863206	6.307369	31.385372	7.99617	14.281109	31.691383	18.606224	4.435844	6.954148	13.22667	3.305397	10.644363	0	0.64746	0	0
YAL030W	SNC1	24.519032	13.992709	14.001551	13.076876	12.561156	18.30018	8.80332	8.634279	6.578565	9.530132	12.004123	12.595642	12.105676	4.372644	2.816425	10.238785	5.89188	1.257459	0	0	22.364117	12.158905	9.754218	6.162602	6.018465	7.79336	6.931454	4.231584	4.712925	12.668545
YDR182W-A	YDR182W-A	1.579617	2.594833	2.782966	1.649967	4.638201	1.223744	0.387967	1.342358	0.639205	1.581315	1.675776	0.744596	1.359578	0.803136	0.761983	0.043129	0.520376	0.546108	0.658543	0.07963	1.017749	1.033721	0.405237	0.995434	0.120129	0.402555	0	0.612485	0	0.282683
YHR022C-A	YHR022C-A	0	0	0	0	0.670308	0	0.165923	0	0	0	0.927524	0	0	0	0	0	0	0	1.219641	0	1.446389	0	0	0	0	0	0	0	0	0
YOR234C	RPL33B	0.09218	0.357227	0	0.879043	0.093098	0.527744	0.258103	0	0.295928	0.480042	0	1.145261	0.063409	0.101136	0	0.548528	0	0	0	0	0	0.438246	0	0	0	0.359069	0	0.433302	1.143705	0.574146
YFL017W-A	SMX2	0.678475	0.24731	0	0	0	0	0.344609	0	0.598231	0.065647	0.857874	0	2.572482	0.744391	1.23863	0	1.366952	0	0	0.763621	0	0	0	0	0	0.590757	0	1.211913	0	0
YPR100W	MRPL51	102.850594	66.144661	31.358696	61.867889	43.116608	100.318268	102.543961	75.999115	79.531937	71.874641	104.305801	100.905266	126.146217	91.188416	70.706383	84.98111	67.038368	53.946842	49.781536	68.981201	87.145821	22.590158	18.947987	14.607031	24.292501	70.088867	66.161957	106.18454	99.059776	74.783379
